ID,Path,Name,Description,ElementName,ElementText,IncludeInSE,MeasurementType,mRID,InternalId,Parent,ObjectType
_4D9FA32A-82C4-4F4E-835B-D6CAF5AAFEDF,Network/Companies/SIN/02ORI/02ORI/CALC_EDOS/CR-CAR EXT DE VERACRU MW/P,P,02ORI CR-CAR EXT DE VERACRU MW,P (1631),CR-CAR EXT DE VERACRU MW,false,Non-specific,,48830656,_8D330741-9F19-4204-B8DB-2707E09CF16E,Analog
_9C1D9D90-B302-48CF-9500-C6D9F3E4ED88,Network/Companies/BCA/07BCA/07   GOR/161/IN-89990 GOR INCX/Q,Q,07   GOR IN-89990 GOR INCX   MVAR,Q (1642),IN-89990 GOR INCX   MVAR,false,Non-specific,,48838453,_C1F81611-3CD1-45EF-9939-C0265783BEB1,Analog
_3A39E108-70E1-43A3-A7CF-CBA91EF4034C,Network/Companies/BCA/07BCA/07   GOR/161/IN-89990 GOR INCX/P,P,07   GOR IN-89990 GOR INCX     MW,P (1631),IN-89990 GOR INCX     MW,false,Non-specific,,48838465,_C1F81611-3CD1-45EF-9939-C0265783BEB1,Analog
_7E58E30D-0AF4-4AC2-B0A1-367D1213D931,Network/Companies/SIN/02ORI/02PTXLML/34.5/IN-5010  ALIMENT      CD/Q,Q,02PTXLML CD-5010             MVAR,Q (1642),CD-5010             MVAR,false,Non-specific,,48839272,_ac702043-fde7-4d27-a25e-5fa77e38bac4,Analog
_9A2DEA63-FF77-4625-9C2C-05CD3BC6297E,Network/Companies/SIN/02ORI/02PTXLML/34.5/IN-5020  ALIMENT      CD/Q,Q,02PTXLML CD-5020             MVAR,Q (1642),CD-5020             MVAR,false,Non-specific,,48839276,_14586ae4-7849-4571-8be8-8938f01aa3c3,Analog
_3119E1D6-140E-4053-B035-2221D54EBF8F,Network/Companies/SIN/02ORI/02PTXLML/34.5/IN-5030  ALIMENT      CD/Q,Q,02PTXLML CD-5030             MVAR,Q (1642),CD-5030             MVAR,false,Non-specific,,48839280,_eeee1a26-9ad3-48b4-ade2-f07bb988e98d,Analog
_1C2DABC5-7DF4-4718-9DA5-B6662AA00757,Network/Companies/SIN/02ORI/02PTXLML/34.5/IN-5040  ALIMENT      CD/Q,Q,02PTXLML CD-5040             MVAR,Q (1642),CD-5040             MVAR,false,Non-specific,,48839288,_8c63abe0-34e9-486e-99a4-40eea7a80975,Analog
_35865634-5714-4B44-8EBA-473CA009D258,Network/Companies/SIN/02ORI/02PTXNOR/34.5/IN-5110  ALIMENT      CD/Q,Q,02PTXNOR CD-5110             MVAR,Q (1642),CD-5110             MVAR,false,Non-specific,,48839584,_c44f3afb-322d-4c5f-be08-c49c9a402a31,Analog
_66E8FF0D-BFE9-474E-B65E-F6DE018C5276,Network/Companies/SIN/02ORI/02PTXNOR/34.5/IN-5120  ALIMENT      CD/Q,Q,02PTXNOR CD-5120             MVAR,Q (1642),CD-5120             MVAR,false,Non-specific,,48839588,_9ee3b740-cffe-4aaf-89a6-a140be0fd88d,Analog
_2D4C6CDE-D8F0-49EF-B1CB-64A49BFCB13D,Network/Companies/SIN/02ORI/02PTXNOR/34.5/IN-5130  ALIMENT      CD/Q,Q,02PTXNOR CD-5130             MVAR,Q (1642),CD-5130             MVAR,false,Non-specific,,48839592,_b128cdf7-6151-4236-9e13-d2a828e182d4,Analog
_84CA7272-F63F-464F-9785-8E4F043CE7D5,Network/Companies/SIN/02ORI/02PTXNOR/34.5/IN-5140  ALIMENT      CD/Q,Q,02PTXNOR CD-5140             MVAR,Q (1642),CD-5140             MVAR,false,Non-specific,,48839596,_8b0c51b0-7bac-4217-b7a6-036f570da879,Analog
_9FB378E0-5AF2-45CF-A952-3C3E79673866,Network/Companies/SIN/02ORI/02PTXNOR/34.5/IN-5150  ALIMENT      CD/Q,Q,02PTXNOR CD-5150             MVAR,Q (1642),CD-5150             MVAR,false,Non-specific,,48839600,_4e72aaf3-68c2-45b0-ac32-dcb294d711a8,Analog
_C43781FC-F56F-4A20-B2E1-8DD0CAF6AB30,Network/Companies/SIN/02ORI/02PTXNOR/13.8/IN-4210  ALIMENT      CD/Q,Q,02PTXNOR CD-4210             MVAR,Q (1642),CD-4210             MVAR,false,Non-specific,,48839617,_a9077f56-cdb4-4c20-a317-fe5636bcdae8,Analog
_250B758C-C7E8-47B8-A125-2D9F1C5658F2,Network/Companies/SIN/02ORI/02PTXNOR/13.8/IN-4220  ALIMENT      CD/Q,Q,02PTXNOR CD-4220             MVAR,Q (1642),CD-4220             MVAR,false,Non-specific,,48839621,_8caaa4b1-2a72-4268-97b5-d56bc0b9d564,Analog
_18312854-2B71-43BF-9EA1-1F5A90B1A538,Network/Companies/SIN/02ORI/02PTXNOR/13.8/IN-4230  ALIMENT      CD/Q,Q,02PTXNOR CD-4230             MVAR,Q (1642),CD-4230             MVAR,false,Non-specific,,48839625,_a38c02db-2bb9-4c5c-b82b-3b7af4695e79,Analog
_C991C73D-A13B-48B1-80B0-FDE37B3E3E3F,Network/Companies/SIN/02ORI/02PTXNOR/13.8/IN-4240  ALIMENT      CD/Q,Q,02PTXNOR CD-4240             MVAR,Q (1642),CD-4240             MVAR,false,Non-specific,,48839629,_1eaa67b1-5806-40ef-b965-02f1d791988c,Analog
_27C47001-F660-4D50-BEBD-439070DDEC0A,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4410  ALIMENT      CD/Q,Q,02PTXPON CD-4410             MVAR,Q (1642),CD-4410             MVAR,false,Non-specific,,48840635,_1aff3e9e-b392-4994-adbb-c30e8e842913,Analog
_B36205A4-0A95-4275-9024-896D6BADC7CD,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4420  ALIMENT      CD/Q,Q,02PTXPON CD-4420             MVAR,Q (1642),CD-4420             MVAR,false,Non-specific,,48840639,_b1fe79a4-7bdc-4005-98d0-3d16699b3d93,Analog
_29B2F2B2-D137-48EB-BBA5-873DC307A2BD,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4430  ALIMENT      CD/Q,Q,02PTXPON CD-4430             MVAR,Q (1642),CD-4430             MVAR,false,Non-specific,,48840643,_57bc8a62-b4be-4c22-bf9e-a2a0e9eb056f,Analog
_CFBAEA37-D6B5-44C3-A7C1-86A28441EE60,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4440  ALIMENT      CD/Q,Q,02PTXPON CD-4440             MVAR,Q (1642),CD-4440             MVAR,false,Non-specific,,48840647,_5adab144-81bc-4f42-889b-959d6d7a2d16,Analog
_331A7DB5-B431-499F-A6BA-D7D08152591E,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4450  ALIMENT      CD/Q,Q,02PTXPON CD-4450             MVAR,Q (1642),CD-4450             MVAR,false,Non-specific,,48840651,_24bee052-d1c8-4c6c-8e2d-5297c74dff71,Analog
_B039873C-1436-4D54-AF48-34434B7591A6,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4460  ALIMENT      CD/Q,Q,02PTXPON CD-4460             MVAR,Q (1642),CD-4460             MVAR,false,Non-specific,,48840655,_1c675d4c-26a8-467d-b3d8-c9762af66401,Analog
_CF1D3D31-93E4-4A27-BCD7-9684C2C48568,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4470  ALIMENT      CD/Q,Q,02PTXPON CD-4470             MVAR,Q (1642),CD-4470             MVAR,false,Non-specific,,48840659,_80cdf8e3-3096-4626-9cba-c13c560c2322,Analog
_0E30AB0A-0438-427D-8FB5-8DA0B2CC8B44,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4480  ALIMENT      CD/Q,Q,02PTXPON CD-4480             MVAR,Q (1642),CD-4480             MVAR,false,Non-specific,,48840663,_f658d894-ece6-488e-8f53-12feef4acb84,Analog
_04081357-8293-46B3-A0CA-DB252C5C0D06,Network/Companies/SIN/02ORI/02PTXPON/13.8/IN-4490  ALIMENT      CD/Q,Q,02PTXPON CD-4490             MVAR,Q (1642),CD-4490             MVAR,false,Non-specific,,48840682,_921e3061-deca-43a1-8b13-3a4ada05bd24,Analog
_13FF68F0-A1BE-4C47-9ED1-50FF91D703F6,Network/Companies/SIN/02ORI/02PTXPON/34.5/IN-5010  ALIMENT      CD/Q,Q,02PTXPON CD-5010             MVAR,Q (1642),CD-5010             MVAR,false,Non-specific,,48840746,_a0b43e65-dfdf-419b-811a-5f0db0eb3f22,Analog
_70810341-57EE-4DA7-8416-F9DDFFEC9C3B,Network/Companies/SIN/02ORI/02PTXPON/34.5/IN-5020  ALIMENT      CD/Q,Q,02PTXPON CD-5020             MVAR,Q (1642),CD-5020             MVAR,false,Non-specific,,48840750,_90d7b16b-ef15-46e1-93ae-13fe8b41b189,Analog
_21651002-835C-41D9-8CBE-E179D037F0C2,Network/Companies/SIN/02ORI/02PTXPON/34.5/IN-5030  ALIMENT      CD/Q,Q,02PTXPON CD-5030             MVAR,Q (1642),CD-5030             MVAR,false,Non-specific,,48840754,_3443D8CB-0FE2-452C-B98B-F1173EA14809,Analog
_E10DBA6F-64B0-4CA8-BB70-16042D9A6513,Network/Companies/BCA/07BCA/07   PND/230/IN-92010 T01          HT/P,P,07   PND T -01    230/138 H    MW,P (1631),T -01    230/138 H    MW,true,Real power,,48845550,_60028DA4-F715-4B5B-9B6F-E042913466A1,Analog
_F34D6D3E-498F-445C-ACA6-FC6DDF267629,Network/Companies/BCA/07BCA/07   PND/230/IN-92020 T02          HT/P,P,07   PND T -02    230/138 H    MW,P (1631),T -02    230/138 H    MW,true,Real power,,48845561,_EE7707C5-09C9-481F-B667-F894BC82021D,Analog
_EA31A1CF-F4A1-46B9-BF9D-72F1FD4317AA,Network/Companies/BCA/07BCA/07   PND/230/IN-92030 T03          HT/P,P,07   PND T -03    230/138 H    MW,P (1631),T -03    230/138 H    MW,true,Real power,,48845572,_6A93DB86-832E-42D2-A7B6-14E4579606D1,Analog
_D5B5B50C-47D3-4A5D-9A81-582CD098975F,Network/Companies/BCA/07BCA/07   PND/230/IN-92040 T04          HT/P,P,07   PND T -04    230/138 H    MW,P (1631),T -04    230/138 H    MW,true,Real power,,48845583,_16247FFD-02BD-43B5-8D49-DFF9409448E1,Analog
_818C1C1C-B9E1-484D-935D-FADC28D3E1EC,Network/Companies/BCA/07BCA/07   PND/230/IN-99010 AMR/P,P,07   PND IN-99010 AMR          MW,P (1631),IN-99010 AMR          MW,true,Real power,,48845594,_54B45D7B-01BE-45B4-A2D3-9ED53A2D34FC,Analog
_46FFE207-EFE8-4602-99FC-98597320175A,Network/Companies/BCA/07BCA/07   PND/230/IN-92010 T01          HT/Q,Q,07   PND T -01    230/138 H  MVAR,Q (1642),T -01    230/138 H  MVAR,true,Reactive power,,48845660,_60028DA4-F715-4B5B-9B6F-E042913466A1,Analog
_7089C9CE-0B2B-4640-8A66-935B2D3DC2C0,Network/Companies/BCA/07BCA/07   PND/230/IN-92020 T02          HT/Q,Q,07   PND T -02    230/138 H  MVAR,Q (1642),T -02    230/138 H  MVAR,true,Reactive power,,48845664,_EE7707C5-09C9-481F-B667-F894BC82021D,Analog
_3CC9F9F0-4506-48C6-A3DD-9D8757CDA9F2,Network/Companies/BCA/07BCA/07   PND/230/IN-92030 T03          HT/Q,Q,07   PND T -03    230/138 H  MVAR,Q (1642),T -03    230/138 H  MVAR,true,Reactive power,,48845668,_6A93DB86-832E-42D2-A7B6-14E4579606D1,Analog
_7C8533E2-1F81-4A71-9867-ADB56CBC3C4C,Network/Companies/BCA/07BCA/07   PND/230/IN-92040 T04          HT/Q,Q,07   PND T -04    230/138 H  MVAR,Q (1642),T -04    230/138 H  MVAR,true,Reactive power,,48845672,_16247FFD-02BD-43B5-8D49-DFF9409448E1,Analog
_3DD36175-0359-4337-8906-103DFF6E014E,Network/Companies/BCA/07BCA/07   PND/230/IN-99010 AMR/Q,Q,07   PND IN-99010 AMR        MVAR,Q (1642),IN-99010 AMR        MVAR,true,Reactive power,,48845676,_54B45D7B-01BE-45B4-A2D3-9ED53A2D34FC,Analog
_EB000C93-5ADC-4ECB-9FD7-8F7C91C29403,Network/Companies/SIN/02ORI/02PTXLRZ/34.5/IN-5020  ALIMENT      CD/Q,Q,02PTXLRZ CD-5020             MVAR,Q (1642),CD-5020             MVAR,false,Non-specific,,48866495,_1bb3ec93-2240-458b-ae2f-710b007f3c3e,Analog
_EBF61701-B5DC-4FF5-B1CB-F544771A2D86,Network/Companies/SIN/02ORI/02VERCTH/13.8/IN-4010  ALIMENT      CD/Q,Q,02VERCTH CD-4010             MVAR,Q (1642),CD-4010             MVAR,false,Non-specific,,48872299,_13a382af-ef4d-4ed7-b103-081c6bbd5c31,Analog
_424F14F1-1631-4CC2-BF08-0BAE2F5EBFB4,Network/Companies/SIN/02ORI/02VERCTH/13.8/IN-4020  ALIMENT      CD/Q,Q,02VERCTH CD-4020             MVAR,Q (1642),CD-4020             MVAR,false,Non-specific,,48872303,_5c08d1b6-325c-4e17-b88c-dbc462a08d73,Analog
_AA48F351-E330-4ACC-A1EE-F190145340B4,Network/Companies/SIN/02ORI/02VERCTH/13.8/IN-4030  ALIMENT      CD/Q,Q,02VERCTH CD-4030             MVAR,Q (1642),CD-4030             MVAR,false,Non-specific,,48872307,_d5c93bf3-6069-4156-bbcd-97c3c30b79bc,Analog
_7BAAA0E1-92C1-42D0-8AA2-A96997C4E672,Network/Companies/SIN/02ORI/02VERCTH/13.8/IN-4040  ALIMENT      CD/Q,Q,02VERCTH CD-4040             MVAR,Q (1642),CD-4040             MVAR,false,Non-specific,,48872311,_fcd93a81-671f-482a-a4f6-bcfcf4e9c9fd,Analog
_8ED3B711-33F4-4670-8654-D33965765E42,Network/Companies/SIN/02ORI/02VERCTH/13.8/IN-4000  ALIMENT      CD/Q,Q,02VERCTH CD-4000             MVAR,Q (1642),CD-4000             MVAR,false,Non-specific,,48872320,_1BF59094-6796-4E9D-A0A7-5A25A0D94587,Analog
_567F59BA-2CE9-47E0-922B-95F311272209,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4010  ALIMENT      CD/P,P,02PTXPNA CD-4010               MW,P (1631),CD-4010               MW,false,Non-specific,,48873547,_f586f50a-ee5f-4eed-9a85-8acb86ede456,Analog
_8A160C11-82DB-420B-BD4E-A551C17E0FC8,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4010  ALIMENT      CD/Q,Q,02PTXPNA CD-4010             MVAR,Q (1642),CD-4010             MVAR,false,Non-specific,,48873558,_f586f50a-ee5f-4eed-9a85-8acb86ede456,Analog
_D9CB9DA9-7DCC-4546-A73A-919E7C1A11FE,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4020  ALIMENT      CD/P,P,02PTXPNA CD-4020               MW,P (1631),CD-4020               MW,false,Non-specific,,48873595,_42f0319d-ca62-46e6-bbc1-a60c8b508402,Analog
_E15DD5A1-8E58-4408-A99E-68DA7E5C7982,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4020  ALIMENT      CD/Q,Q,02PTXPNA CD-4020             MVAR,Q (1642),CD-4020             MVAR,false,Non-specific,,48873599,_42f0319d-ca62-46e6-bbc1-a60c8b508402,Analog
_DCA88916-730E-42F4-A82E-26F851F425AB,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4030  ALIMENT      CD/P,P,02PTXPNA CD-4030               MW,P (1631),CD-4030               MW,false,Non-specific,,48873603,_52fc0eaa-c5c9-4619-8365-330794d07680,Analog
_97166241-6008-440D-9070-97CCCAADAC80,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4040  ALIMENT      CD/P,P,02PTXPNA CD-4040               MW,P (1631),CD-4040               MW,false,Non-specific,,48873607,_c4807f0f-b936-455d-a075-5e96ca4ebd5f,Analog
_26131F99-0625-46D0-8CDE-32C5E968F632,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4050  ALIMENT      CD/P,P,02PTXPNA CD-4050               MW,P (1631),CD-4050               MW,false,Non-specific,,48873611,_943d1e83-7f69-44fa-8869-e18fc7ada0bc,Analog
_1E0AAC0F-D26C-4180-82D7-6208BCDCDCCD,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4060  ALIMENT      CD/P,P,02PTXPNA CD-4060               MW,P (1631),CD-4060               MW,false,Non-specific,,48873615,_b9f3ce2f-3206-4ca0-98ec-083b3fc758da,Analog
_D5284F5D-2C50-490F-B73D-2153E842B701,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4030  ALIMENT      CD/Q,Q,02PTXPNA CD-4030             MVAR,Q (1642),CD-4030             MVAR,false,Non-specific,,48873619,_52fc0eaa-c5c9-4619-8365-330794d07680,Analog
_04CD8DE1-8D90-498C-8894-85544C7A4CE0,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4040  ALIMENT      CD/Q,Q,02PTXPNA CD-4040             MVAR,Q (1642),CD-4040             MVAR,false,Non-specific,,48873623,_c4807f0f-b936-455d-a075-5e96ca4ebd5f,Analog
_8A47F709-B013-47DB-95FA-A86C8D3F6128,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4050  ALIMENT      CD/Q,Q,02PTXPNA CD-4050             MVAR,Q (1642),CD-4050             MVAR,false,Non-specific,,48873627,_943d1e83-7f69-44fa-8869-e18fc7ada0bc,Analog
_EF7BA254-41C6-40BF-B300-26B9A93148A4,Network/Companies/SIN/02ORI/02PTXPNA/13.8/IN-4060  ALIMENT      CD/Q,Q,02PTXPNA CD-4060             MVAR,Q (1642),CD-4060             MVAR,false,Non-specific,,48873631,_b9f3ce2f-3206-4ca0-98ec-083b3fc758da,Analog
_0A4D050A-8C9F-4637-8F27-6FBA9B1587D7,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4010  ALIMENT      CD/P,P,02PTXPPL CD-4010               MW,P (1631),CD-4010               MW,false,Non-specific,,48873692,_c23a16fa-1d6c-49bd-bbf8-72d110e95219,Analog
_B21EC58E-BF5D-4BE4-97EB-B35EC1C93FCD,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4010  ALIMENT      CD/Q,Q,02PTXPPL CD-4010             MVAR,Q (1642),CD-4010             MVAR,false,Non-specific,,48873696,_c23a16fa-1d6c-49bd-bbf8-72d110e95219,Analog
_D217A0BB-C2D3-4B0C-8B09-F4BC79276404,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4020  ALIMENT      CD/P,P,02PTXPPL CD-4020               MW,P (1631),CD-4020               MW,false,Non-specific,,48873700,_81ac7176-c42a-486b-a619-ec57da26e519,Analog
_621CB8AA-A727-49B0-B863-0A0E6C18A1A2,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4030  ALIMENT      CD/P,P,02PTXPPL CD-4030               MW,P (1631),CD-4030               MW,false,Non-specific,,48873704,_47df5c0d-8cd7-496c-9ff1-c38db49ca342,Analog
_866667CB-FFA6-46F5-BC77-09BCA27BCEAA,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4040  ALIMENT      CD/P,P,02PTXPPL CD-4040               MW,P (1631),CD-4040               MW,false,Non-specific,,48873708,_d596d026-7340-48d0-9843-1327bcc3d0be,Analog
_9195DEFF-6884-4DDC-92B4-886C49186502,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4050  ALIMENT      CD/P,P,02PTXPPL CD-4050               MW,P (1631),CD-4050               MW,false,Non-specific,,48873712,_5509f862-28e6-4953-9893-f590edf338fa,Analog
_557D18B0-B77F-486E-93C0-92A5DA38FF68,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4060  ALIMENT      CD/P,P,02PTXPPL CD-4060               MW,P (1631),CD-4060               MW,false,Non-specific,,48873716,_94FFB8C8-A33B-4EAB-8462-C6249F0AF4D9,Analog
_F28C59C2-3AC4-420C-96C2-DD28E8203A42,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4020  ALIMENT      CD/Q,Q,02PTXPPL CD-4020             MVAR,Q (1642),CD-4020             MVAR,false,Non-specific,,48873720,_81ac7176-c42a-486b-a619-ec57da26e519,Analog
_263CD96A-C070-4365-8FFA-3852E63D559F,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4030  ALIMENT      CD/Q,Q,02PTXPPL CD-4030             MVAR,Q (1642),CD-4030             MVAR,false,Non-specific,,48873724,_47df5c0d-8cd7-496c-9ff1-c38db49ca342,Analog
_D8EEBB49-3AA4-4088-A4CA-67E353E4091D,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4040  ALIMENT      CD/Q,Q,02PTXPPL CD-4040             MVAR,Q (1642),CD-4040             MVAR,false,Non-specific,,48873728,_d596d026-7340-48d0-9843-1327bcc3d0be,Analog
_74B5DDBB-06E6-42B3-A25F-2CFEB3D386E8,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4050  ALIMENT      CD/Q,Q,02PTXPPL CD-4050             MVAR,Q (1642),CD-4050             MVAR,false,Non-specific,,48873732,_5509f862-28e6-4953-9893-f590edf338fa,Analog
_089FF3EC-13F2-460B-952F-78B709520356,Network/Companies/SIN/02ORI/02PTXPPL/13.8/IN-4060  ALIMENT      CD/Q,Q,02PTXPPL CD-4060             MVAR,Q (1642),CD-4060             MVAR,false,Non-specific,,48873736,_94FFB8C8-A33B-4EAB-8462-C6249F0AF4D9,Analog
_B4212061-A310-4D98-8D27-E4E2F06738D5,Network/Companies/SIN/02ORI/02PTXPPL/34.5/IN-5015  ALIMENT      CD/P,P,02PTXPPL CD-5015               MW,P (1631),CD-5015               MW,false,Non-specific,,48873740,_8e877ba0-ae3e-45af-a07a-9b124aeaa3cd,Analog
_4220F62E-BD86-4661-9FC7-843B1BC57B62,Network/Companies/SIN/02ORI/02PTXPPL/34.5/IN-5025  ALIMENT      CD/P,P,02PTXPPL CD-5025               MW,P (1631),CD-5025               MW,false,Non-specific,,48873744,_d1bec78f-f210-42da-a13d-5f5d65f960d7,Analog
_997B642F-8B68-48AB-B300-EE2F1CA001B2,Network/Companies/SIN/02ORI/02PTXPPL/34.5/IN-5035  ALIMENT      CD/P,P,02PTXPPL CD-5035               MW,P (1631),CD-5035               MW,false,Non-specific,,48873748,_429b683a-6e86-4ee2-8266-424ffc901645,Analog
_938E79B7-5F4B-4619-9E1E-EA4AB369C132,Network/Companies/SIN/02ORI/02PTXPPL/34.5/IN-5015  ALIMENT      CD/Q,Q,02PTXPPL CD-5015             MVAR,Q (1642),CD-5015             MVAR,false,Non-specific,,48873752,_8e877ba0-ae3e-45af-a07a-9b124aeaa3cd,Analog
_F95C7FBF-1CDB-4ECC-9C50-866405027103,Network/Companies/SIN/02ORI/02PTXPPL/34.5/IN-5025  ALIMENT      CD/Q,Q,02PTXPPL CD-5025             MVAR,Q (1642),CD-5025             MVAR,false,Non-specific,,48873756,_d1bec78f-f210-42da-a13d-5f5d65f960d7,Analog
_7A865B4D-8497-4B8B-935C-7D4836B5C7B6,Network/Companies/SIN/02ORI/02PTXPPL/34.5/IN-5035  ALIMENT      CD/Q,Q,02PTXPPL CD-5035             MVAR,Q (1642),CD-5035             MVAR,false,Non-specific,,48873760,_429b683a-6e86-4ee2-8266-424ffc901645,Analog
_D0DD2394-5231-4A2E-877B-53DFF00A91A2,Network/Companies/SIN/03OCC/03GTOLJY/13.8/43175 ALI/P,P,03GTOLJY 43175 ALI             MW,P (1631),43175 ALI             MW,true,Real power,,48873774,_2DFB2909-CF40-4304-BE49-968589C0C70B,Analog
_B2C91A0D-67F7-4585-8F06-1EB4647CBCA3,Network/Companies/SIN/03OCC/03GTOLJY/13.8/43175 ALI/Q,Q,03GTOLJY 43175 ALI           MVAR,Q (1642),43175 ALI           MVAR,true,Reactive power,,48873779,_2DFB2909-CF40-4304-BE49-968589C0C70B,Analog
_1A8D7DDA-6B8C-488A-B5F2-5799658F9373,Network/Companies/SIN/03OCC/03GTOLJY/13.8/43195 ALI/P,P,03GTOLJY 43195 ALI             MW,P (1631),43195 ALI             MW,true,Real power,,48873790,_736AE3F7-F72B-44BE-81EF-59D17E23D3B3,Analog
_D203B4CC-1E06-4554-AD4C-5F93543B6E6C,Network/Companies/SIN/03OCC/03GTOLJY/13.8/43195 ALI/Q,Q,03GTOLJY 43195 ALI           MVAR,Q (1642),43195 ALI           MVAR,true,Reactive power,,48873795,_736AE3F7-F72B-44BE-81EF-59D17E23D3B3,Analog
_FD1C28CB-50F8-4E95-A576-36AAFB87206A,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4510  ALIMENT      CD/P,P,02PTXSTN CD-4510               MW,P (1631),CD-4510               MW,false,Non-specific,,48874603,_1deec0cc-52db-44ef-b38e-041ad8bc7ccc,Analog
_F46FA1A7-A594-41D1-B492-82AAC34A308C,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4510  ALIMENT      CD/Q,Q,02PTXSTN CD-4510             MVAR,Q (1642),CD-4510             MVAR,false,Non-specific,,48874607,_1deec0cc-52db-44ef-b38e-041ad8bc7ccc,Analog
_65C81CB4-1F01-4D20-A3B8-6EE15C5F2B1F,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4520  ALIMENT      CD/P,P,02PTXSTN CD-4520               MW,P (1631),CD-4520               MW,false,Non-specific,,48874611,_eb5a7e61-ab8d-4b93-aee2-7fecca7a4a25,Analog
_35023D3B-2D1A-4B94-BE55-B93E36B5FD77,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4520  ALIMENT      CD/Q,Q,02PTXSTN CD-4520             MVAR,Q (1642),CD-4520             MVAR,false,Non-specific,,48874615,_eb5a7e61-ab8d-4b93-aee2-7fecca7a4a25,Analog
_741EACDA-DD8B-41D0-8D89-C842B9388D18,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4530  ALIMENT      CD/Q,Q,02PTXSTN CD-4530             MVAR,Q (1642),CD-4530             MVAR,false,Non-specific,,48874619,_8ed2d147-07ad-48ca-9997-0743ed1a30f6,Analog
_28636E58-21AF-4B13-A14F-A036E6CF95C2,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4540  ALIMENT      CD/P,P,02PTXSTN CD-4540               MW,P (1631),CD-4540               MW,false,Non-specific,,48874623,_9b13dc8f-e598-40f0-9a55-5f7121a116ba,Analog
_802470D6-DAB1-4433-AACD-411CA13909A0,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4550  ALIMENT      CD/P,P,02PTXSTN CD-4550               MW,P (1631),CD-4550               MW,false,Non-specific,,48874627,_a5f09830-a6f2-4a83-8a38-1ea1a7ae4e07,Analog
_CA4F48CC-9C6D-4193-9B81-A25BFB628348,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4540  ALIMENT      CD/Q,Q,02PTXSTN CD-4540             MVAR,Q (1642),CD-4540             MVAR,false,Non-specific,,48874631,_9b13dc8f-e598-40f0-9a55-5f7121a116ba,Analog
_FFB9FCFE-93FE-4587-B66A-61E8623EF7EF,Network/Companies/SIN/02ORI/02PTXSTN/13.8/IN-4550  ALIMENT      CD/Q,Q,02PTXSTN CD-4550             MVAR,Q (1642),CD-4550             MVAR,false,Non-specific,,48874635,_a5f09830-a6f2-4a83-8a38-1ea1a7ae4e07,Analog
_66D1538D-59FE-4069-BA05-78AB1952BCF2,Network/Companies/SIN/02ORI/02PTXXIT/13.8/IN-43030 ALIMENT      CD/P,P,02PTXXIT CD-4030               MW,P (1631),CD-4030               MW,false,Non-specific,,48874687,_78994BDB-7052-4F0B-A599-C5B54C822F3B,Analog
_EF1759B9-0715-4530-9A21-CFEEA248B9C0,Network/Companies/SIN/02ORI/02PTXXIT/13.8/IN-43030 ALIMENT      CD/Q,Q,02PTXXIT CD-4030             MVAR,Q (1642),CD-4030             MVAR,false,Non-specific,,48874691,_78994BDB-7052-4F0B-A599-C5B54C822F3B,Analog
